iter	MultiClass
696	0.1998854463
697	0.1996997707
698	0.1992040582
699	0.1990453635
700	0.1986185388
701	0.1980848505
702	0.1975565259
703	0.1970982822
704	0.1967430917
705	0.1959959384
706	0.1958356148
707	0.1954310741
708	0.1949395521
709	0.1944523459
710	0.1941174292
711	0.1935452225
712	0.1933848181
713	0.192991005
714	0.1927860219
715	0.1923719239
716	0.192258451
717	0.1919006881
718	0.1916468171
719	0.1914757637
720	0.1910878376
721	0.1908504761
722	0.1906755969
723	0.1901510421
724	0.1901112539
725	0.1898668359
726	0.1894633006
727	0.189115496
728	0.188867235
729	0.188421976
730	0.188000371
731	0.1876127096
732	0.1873332376
733	0.1871109151
734	0.1867757925
735	0.1866512681
736	0.1862168391
737	0.1858937386
738	0.1853600931
739	0.1851402437
740	0.1847765707
741	0.1844891577
742	0.1842819741
743	0.184006935
744	0.1838036872
745	0.183481509
746	0.1832648706
747	0.1828645502
748	0.1826315483
749	0.1823824115
750	0.1821433699
751	0.1819675202
752	0.1817450758
753	0.181553608
754	0.1814584199
755	0.180927173
756	0.1807348211
757	0.1805766817
758	0.1802026485
759	0.1798905169
760	0.1795653771
761	0.17931362
762	0.1789411088
763	0.1785630893
764	0.1783992851
765	0.1782231154
766	0.1779467008
767	0.1777442501
768	0.1772003742
769	0.1769986104
770	0.1768675396
771	0.1763104453
772	0.1760833341
773	0.1757291397
774	0.1754378976
775	0.1751097043
776	0.1748720194
777	0.1745968954
778	0.1743942638
779	0.1741340049
780	0.173931235
781	0.1735464227
782	0.1733399052
783	0.173081808
784	0.1727365524
785	0.172392354
786	0.1721798587
787	0.1717628267
788	0.1714294487
789	0.1711648667
790	0.1707788318
791	0.1705684435
792	0.1703091016
793	0.1700051248
794	0.1695616265
795	0.1694185202
796	0.1691733088
797	0.1688834954
798	0.1683589135
799	0.1681885565
800	0.1680367587
801	0.1678839644
802	0.1676545066
803	0.1674685763
804	0.1671106187
805	0.1669499288
806	0.1667594718
807	0.1665580838
808	0.1663182383
809	0.1661723517
810	0.166020963
811	0.1658683792
812	0.16568175
813	0.1655270082
814	0.1654466742
815	0.1653619923
816	0.1650991939
817	0.164836618
818	0.1646440692
819	0.1643871668
820	0.1642109199
821	0.1640284047
822	0.1638134482
823	0.1637020872
824	0.1635909804
825	0.1634455205
826	0.1632408912
827	0.1629622382
828	0.1627766199
829	0.1625643985
830	0.1623528854
831	0.1621821241
832	0.1620566649
833	0.1619640346
834	0.1617442755
835	0.1611041204
836	0.1608747889
837	0.1607491048
838	0.1605840782
839	0.1603998008
840	0.1601955307
841	0.1598158235
842	0.1595343144
843	0.1593714383
844	0.1589966131
845	0.1587928836
846	0.158555243
847	0.1582956329
848	0.1581352342
849	0.1579957029
850	0.1578075413
851	0.1576863897
852	0.157462643
853	0.1572967258
854	0.1571976441
855	0.156976592
856	0.1567287735
857	0.1564133292
858	0.156256335
859	0.1559589679
860	0.1558617075
861	0.1556985051
862	0.1555206558
863	0.1553219924
864	0.1551508951
865	0.1548013792
866	0.1545142642
867	0.154340023
868	0.1541326066
869	0.1538395163
870	0.1536957141
871	0.1536119786
872	0.1535094936
873	0.1533742654
874	0.1531621487
875	0.1529714343
876	0.1527659675
877	0.1525225883
878	0.1524046352
879	0.1522368226
880	0.1519538309
881	0.1515772511
882	0.1514065896
883	0.1511735274
884	0.1508800236
885	0.1507230881
886	0.1503284942
887	0.1500825162
888	0.1499221124
889	0.149715744
890	0.1496070404
891	0.149414283
892	0.1489932662
893	0.1486782854
894	0.148448567
895	0.1483043936
896	0.1482346492
897	0.1480300117
898	0.1478460216
899	0.1476792104
900	0.1474512731
901	0.1472612257
902	0.1470838716
903	0.1468911555
904	0.1466701254
905	0.1463545461
906	0.1462324682
907	0.1461925173
908	0.1459606796
909	0.1457819402
910	0.1455691088
911	0.1452808338
912	0.1450559919
913	0.1449081091
914	0.144818254
915	0.1446545877
916	0.1443156203
917	0.1442195996
918	0.1440708489
919	0.1438747115
920	0.1436655198
921	0.1433940131
922	0.1432252148
923	0.1431522774
924	0.1428456674
925	0.1427445992
926	0.1425033971
927	0.142341123
928	0.1420113272
929	0.1417729713
930	0.1415629949
931	0.1412860184
932	0.1410378795
933	0.1408272229
934	0.1406109058
935	0.1404001857
936	0.1402129535
937	0.1400476417
938	0.139740914
939	0.1395637722
940	0.1393891045
941	0.1392307069
942	0.1389679112
943	0.1387776138
944	0.138535401
945	0.1383995929
946	0.1381683286
947	0.1377952178
948	0.1376187642
949	0.1375354946
950	0.1373361079
951	0.1372727221
952	0.1370219372
953	0.1368253716
954	0.1366972349
955	0.1365619426
956	0.136439894
957	0.1361312835
958	0.1359002535
959	0.1357281381
960	0.1355964302
961	0.1354647015
962	0.1352985561
963	0.1351785606
964	0.135044637
965	0.1348259433
966	0.1346447554
967	0.1345871329
968	0.1344801794
969	0.134401652
970	0.1342059748
971	0.133956242
972	0.1337992186
973	0.1335276915
974	0.133366808
975	0.1332291895
976	0.132999776
977	0.1328595398
978	0.1327140152
979	0.1326845124
980	0.132478548
981	0.1323823609
982	0.1322041132
983	0.1321083875
984	0.1320113991
985	0.1317462276
986	0.1313418423
987	0.1311999268
988	0.130998262
989	0.1308507224
990	0.1307214138
991	0.1306361956
992	0.1304020863
993	0.1302913371
994	0.1301388922
995	0.1300742769
996	0.1298548052
997	0.1295667691
998	0.12937646
999	0.129275462
